entrezID_curated	Protein IDs	Majority protein IDs	Protein names	Fasta headers	Gene_name_orig	Nuc_rep2	Nuc_rep3	Total_rep2	Total_rep3	Q-value	species	Nuc_avg	Total_avg	valid_cnt	uid	multiple_gene_ids	gene_id_cnt	gene_id_replicate_cnt	gene_symbol_final	proteom_nuclear_logFC	proteom_nuclear_P.Value	proteom_nuclear_adj.P.Val	proteom_total_logFC	proteom_total_P.Value	proteom_total_adj.P.Val
64949	Q9BYN8	Q9BYN8	28S ribosomal protein S26, mitochondrial	>sp|Q9BYN8|RT26_HUMAN 28S ribosomal protein S26, mitochondrial OS=Homo sapiens GN=MRPS26 PE=1 SV=1	MRPS26	NA	NA	-0.4081483	-0.4472098	0.00029678	Homo sapiens	NA	-0.8553581	2	6337	FALSE	0	1	MRPS26	NA	NA	NA	-0.42767905	0.00261223646759828	0.13539899091682
29072	Q9BYW2;C9JG86;H7BXT4;Q9BYW2-3;Q9BYW2-2;H7BZ93;H7C3H4	Q9BYW2;C9JG86;H7BXT4;Q9BYW2-3;Q9BYW2-2;H7BZ93;H7C3H4	Histone-lysine N-methyltransferase SETD2	>sp|Q9BYW2|SETD2_HUMAN Histone-lysine N-methyltransferase SETD2 OS=Homo sapiens GN=SETD2 PE=1 SV=3;>tr|C9JG86|C9JG86_HUMAN Histone-lysine N-methyltransferase SETD2 (Fragment) OS=Homo sapiens GN=SETD2 PE=1 SV=1;>tr|H7BXT4|H7BXT4_HUMAN Histone-lysine N-methy	SETD2	0.2761988	-0.1443611	NA	NA	0	Homo sapiens	0.1318377	NA	2	6338	FALSE	0	1	SETD2	0.06591885	0.615980160480729	0.744461229456739	NA	NA	NA
55357	Q9BYX2;Q9BYX2-2;Q9BYX2-3;Q9BYX2-4;Q9BYX2-6;Q9BYX2-5	Q9BYX2;Q9BYX2-2;Q9BYX2-3;Q9BYX2-4	TBC1 domain family member 2A	>sp|Q9BYX2|TBD2A_HUMAN TBC1 domain family member 2A OS=Homo sapiens GN=TBC1D2 PE=1 SV=3;>sp|Q9BYX2-2|TBD2A_HUMAN Isoform 2 of TBC1 domain family member 2A OS=Homo sapiens GN=TBC1D2;>sp|Q9BYX2-3|TBD2A_HUMAN Isoform 3 of TBC1 domain family member 2A OS=Homo	TBC1D2	-0.4634497	-0.1807569	0.05074544	-0.007304073	0	Homo sapiens	-0.6442066	0.043441367	4	6339	FALSE	0	1	TBC1D2	-0.3221033	0.0237629239869488	0.0794366157828854	0.0217206835	0.689209100401799	0.81148611924814
64135	Q9BYX4;Q9BYX4-2	Q9BYX4	Interferon-induced helicase C domain-containing protein 1	>sp|Q9BYX4|IFIH1_HUMAN Interferon-induced helicase C domain-containing protein 1 OS=Homo sapiens GN=IFIH1 PE=1 SV=3	IFIH1	-0.6263351	-0.7698954	-0.202821	-0.483057	0	Homo sapiens	-1.3962305	-0.685878	4	6340	FALSE	0	1	IFIH1	-0.69811525	0.000309450805253242	0.00678888704889737	-0.342939	0.0320822547604406	0.176447000239837
79646,80025	Q9BZ23-3;Q9BZ23-4;Q9BZ23;V9GYZ0;E5RHA5;Q9BZ23-2;Q9H999	Q9BZ23-3;Q9BZ23-4;Q9BZ23;V9GYZ0	Pantothenate kinase 2, mitochondrial	>sp|Q9BZ23-3|PANK2_HUMAN Isoform 2 of Pantothenate kinase 2, mitochondrial OS=Homo sapiens GN=PANK2;>sp|Q9BZ23-4|PANK2_HUMAN Isoform 4 of Pantothenate kinase 2, mitochondrial OS=Homo sapiens GN=PANK2;>sp|Q9BZ23|PANK2_HUMAN Pantothenate kinase 2, mitochondr	PANK2	NA	NA	0.479541	NA	0	Homo sapiens	NA	0.479541	1	6341	TRUE	0	1	PANK2,PANK3	NA	NA	NA	0.479541	0.0239128911048105	0.163377958339964
23348	Q9BZ29-4;Q9BZ29-3;Q9BZ29-5;Q9BZ29;A0A088AWN3;H0Y3S1;Q9BZ29-6;H7BZ79;Q5JUD3;X6RGR3;Q5JUD8	Q9BZ29-4;Q9BZ29-3;Q9BZ29-5;Q9BZ29;A0A088AWN3	Dedicator of cytokinesis protein 9	>sp|Q9BZ29-4|DOCK9_HUMAN Isoform 4 of Dedicator of cytokinesis protein 9 OS=Homo sapiens GN=DOCK9;>sp|Q9BZ29-3|DOCK9_HUMAN Isoform 3 of Dedicator of cytokinesis protein 9 OS=Homo sapiens GN=DOCK9;>sp|Q9BZ29-5|DOCK9_HUMAN Isoform 2 of Dedicator of cytokines	DOCK9	-0.1803155	-0.274285	0.247806	NA	0	Homo sapiens	-0.4546005	0.247806	3	6342	FALSE	0	1	DOCK9	-0.22730025	0.0501735824225405	0.134487588055169	0.247806	0.0852613329454189	0.258319108397871
83786	Q9BZ67-3;Q9BZ67;Q9BZ67-2;E9PRA3;E9PS62	Q9BZ67-3;Q9BZ67;Q9BZ67-2	FERM domain-containing protein 8	>sp|Q9BZ67-3|FRMD8_HUMAN Isoform 3 of FERM domain-containing protein 8 OS=Homo sapiens GN=FRMD8;>sp|Q9BZ67|FRMD8_HUMAN FERM domain-containing protein 8 OS=Homo sapiens GN=FRMD8 PE=1 SV=1;>sp|Q9BZ67-2|FRMD8_HUMAN Isoform 2 of FERM domain-containing protein	FRMD8	NA	NA	NA	-0.2437795	0.00057455	Homo sapiens	NA	-0.2437795	1	6343	FALSE	0	1	FRMD8	NA	NA	NA	-0.2437795	0.0878181840284099	0.261191752251369
83394	Q9BZ71-3;Q9BZ71;Q9BZ71-2	Q9BZ71-3;Q9BZ71;Q9BZ71-2	Membrane-associated phosphatidylinositol transfer protein 3	>sp|Q9BZ71-3|PITM3_HUMAN Isoform 3 of Membrane-associated phosphatidylinositol transfer protein 3 OS=Homo sapiens GN=PITPNM3;>sp|Q9BZ71|PITM3_HUMAN Membrane-associated phosphatidylinositol transfer protein 3 OS=Homo sapiens GN=PITPNM3 PE=1 SV=2;>sp|Q9BZ71-	PITPNM3	NA	NA	NA	NA	0	Homo sapiens	NA	NA	0	6344	FALSE	0	1	PITPNM3	NA	NA	NA	NA	NA	NA
57605	Q9BZ72-3;Q9BZ72-2;Q9BZ72	Q9BZ72-3;Q9BZ72-2;Q9BZ72	Membrane-associated phosphatidylinositol transfer protein 2	>sp|Q9BZ72-3|PITM2_HUMAN Isoform 3 of Membrane-associated phosphatidylinositol transfer protein 2 OS=Homo sapiens GN=PITPNM2;>sp|Q9BZ72-2|PITM2_HUMAN Isoform 2 of Membrane-associated phosphatidylinositol transfer protein 2 OS=Homo sapiens GN=PITPNM2;>sp|Q9	PITPNM2	NA	NA	NA	NA	0.005032	Homo sapiens	NA	NA	0	6345	FALSE	0	1	PITPNM2	NA	NA	NA	NA	NA	NA
54904	Q9BZ95-2;Q9BZ95-5;Q9BZ95;Q9BZ95-4;Q9BZ95-3;E9PKA2;H0YE68	Q9BZ95-2;Q9BZ95-5;Q9BZ95;Q9BZ95-4;Q9BZ95-3	Histone-lysine N-methyltransferase NSD3	>sp|Q9BZ95-2|NSD3_HUMAN Isoform 2 of Histone-lysine N-methyltransferase NSD3 OS=Homo sapiens GN=WHSC1L1;>sp|Q9BZ95-5|NSD3_HUMAN Isoform 5 of Histone-lysine N-methyltransferase NSD3 OS=Homo sapiens GN=WHSC1L1;>sp|Q9BZ95|NSD3_HUMAN Histone-lysine N-methyltra	WHSC1L1	0.0766959	0.1407786	NA	NA	0	Homo sapiens	0.2174745	NA	2	6346	FALSE	0	1	WHSC1L1	0.10873725	0.283239930295271	0.44060743155224	NA	NA	NA
79056	Q9BZD6	Q9BZD6	Transmembrane gamma-carboxyglutamic acid protein 4	>sp|Q9BZD6|TMG4_HUMAN Transmembrane gamma-carboxyglutamic acid protein 4 OS=Homo sapiens GN=PRRG4 PE=2 SV=1	PRRG4	NA	NA	NA	NA	0.00029665	Homo sapiens	NA	NA	0	6347	FALSE	0	1	PRRG4	NA	NA	NA	NA	NA	NA
84662	Q9BZE0	Q9BZE0	Zinc finger protein GLIS2	>sp|Q9BZE0|GLIS2_HUMAN Zinc finger protein GLIS2 OS=Homo sapiens GN=GLIS2 PE=1 SV=2	GLIS2	NA	NA	NA	NA	0	Homo sapiens	NA	NA	0	6348	FALSE	0	1	GLIS2	NA	NA	NA	NA	NA	NA
51253	Q9BZE1;S4R369;A6NHR2;H0Y4J2	Q9BZE1;S4R369	39S ribosomal protein L37, mitochondrial	>sp|Q9BZE1|RM37_HUMAN 39S ribosomal protein L37, mitochondrial OS=Homo sapiens GN=MRPL37 PE=1 SV=2;>tr|S4R369|S4R369_HUMAN 39S ribosomal protein L37, mitochondrial OS=Homo sapiens GN=MRPL37 PE=1 SV=1	MRPL37	-0.6337477	-0.4563853	-0.3709558	-0.3227037	0	Homo sapiens	-1.090133	-0.6936595	4	6349	FALSE	0	1	MRPL37	-0.5450665	0.00134418596733958	0.0131995184533225	-0.34682975	0.00508462359593856	0.136993474104832
23560	Q9BZE4;Q9BZE4-2;Q9BZE4-3;Q5T3R7	Q9BZE4;Q9BZE4-2;Q9BZE4-3	Nucleolar GTP-binding protein 1	>sp|Q9BZE4|NOG1_HUMAN Nucleolar GTP-binding protein 1 OS=Homo sapiens GN=GTPBP4 PE=1 SV=3;>sp|Q9BZE4-2|NOG1_HUMAN Isoform 2 of Nucleolar GTP-binding protein 1 OS=Homo sapiens GN=GTPBP4;>sp|Q9BZE4-3|NOG1_HUMAN Isoform 3 of Nucleolar GTP-binding protein 1 OS	GTPBP4	-0.1406983	-0.04147649	-0.02668994	-0.02880783	0	Homo sapiens	-0.18217479	-0.05549777	4	6350	FALSE	0	1	GTPBP4	-0.091087395	0.367875360963304	0.532142652101664	-0.027748885	0.592243969945566	0.736393630750476
114882	Q9BZF1;Q9BZF1-3;Q9BZF1-2;F8VQX7;F8VUA7;F8VZ43;F8W060;F8VZB8;F8VVD3;F8VVE7	Q9BZF1;Q9BZF1-3;Q9BZF1-2;F8VQX7;F8VUA7	Oxysterol-binding protein-related protein 8;Oxysterol-binding protein	>sp|Q9BZF1|OSBL8_HUMAN Oxysterol-binding protein-related protein 8 OS=Homo sapiens GN=OSBPL8 PE=1 SV=3;>sp|Q9BZF1-3|OSBL8_HUMAN Isoform 3 of Oxysterol-binding protein-related protein 8 OS=Homo sapiens GN=OSBPL8;>sp|Q9BZF1-2|OSBL8_HUMAN Isoform 2 of Oxyster	OSBPL8	-0.4139222	0.1318529	-0.23099	-0.07696491	0	Homo sapiens	-0.2820693	-0.30795491	4	6351	FALSE	0	1	OSBPL8	-0.14103465	0.361869921605521	0.525630166259211	-0.153977455	0.092429118936146	0.265068651244508
114880	Q9BZF3-6;Q9BZF3-4	Q9BZF3-6;Q9BZF3-4	Oxysterol-binding protein-related protein 6	>sp|Q9BZF3-6|OSBL6_HUMAN Isoform 6 of Oxysterol-binding protein-related protein 6 OS=Homo sapiens GN=OSBPL6;>sp|Q9BZF3-4|OSBL6_HUMAN Isoform 4 of Oxysterol-binding protein-related protein 6 OS=Homo sapiens GN=OSBPL6	OSBPL6	NA	NA	NA	NA	0	Homo sapiens	NA	NA	0	6352	FALSE	0	1	OSBPL6	NA	NA	NA	NA	NA	NA
55075	Q9BZF9-2;Q9BZF9;H0YNH8;F5H2B9;H0YN48;H0YMI1	Q9BZF9-2;Q9BZF9;H0YNH8;F5H2B9	Uveal autoantigen with coiled-coil domains and ankyrin repeats	>sp|Q9BZF9-2|UACA_HUMAN Isoform 2 of Uveal autoantigen with coiled-coil domains and ankyrin repeats OS=Homo sapiens GN=UACA;>sp|Q9BZF9|UACA_HUMAN Uveal autoantigen with coiled-coil domains and ankyrin repeats OS=Homo sapiens GN=UACA PE=1 SV=2;>tr|H0YNH8|H0	UACA	0.6844597	0.7849227	0.08990479	0.1019189	0	Homo sapiens	1.4693824	0.19182369	4	6353	FALSE	0	1	UACA	0.7346912	0.000203269614948684	0.00605531892811207	0.095911845	0.129540059086939	0.312413275325067
55717	Q9BZH6;S4R451;S4R3P9;S4R3Z0	Q9BZH6	WD repeat-containing protein 11	>sp|Q9BZH6|WDR11_HUMAN WD repeat-containing protein 11 OS=Homo sapiens GN=WDR11 PE=1 SV=1	WDR11	-0.3114167	NA	-0.008754802	-0.001486782	0	Homo sapiens	-0.3114167	-0.010241584	3	6354	FALSE	0	1	WDR11	-0.3114167	0.0775569352413295	0.183451117811715	-0.005120792	0.919305359616895	0.952233514895936
65109	Q9BZI7-2;Q9BZI7;A0A087WYC8	Q9BZI7-2;Q9BZI7;A0A087WYC8	Regulator of nonsense transcripts 3B	>sp|Q9BZI7-2|REN3B_HUMAN Isoform 2 of Regulator of nonsense transcripts 3B OS=Homo sapiens GN=UPF3B;>sp|Q9BZI7|REN3B_HUMAN Regulator of nonsense transcripts 3B OS=Homo sapiens GN=UPF3B PE=1 SV=1;>tr|A0A087WYC8|A0A087WYC8_HUMAN Regulator of nonsense transcr	UPF3B	NA	NA	NA	NA	0.00015726	Homo sapiens	NA	NA	0	6355	FALSE	0	1	UPF3B	NA	NA	NA	NA	NA	NA
6907,79718,90665	Q9BZK7;O60907-2;O60907;Q9BQ87;C9IYU9;C9JCW4;C9JLJ1;C9JTW8;C9JY82;C9JCK0;C9JBN1;C9JEC9;C9J3H2;C9J903;C9J7E1	Q9BZK7	F-box-like/WD repeat-containing protein TBL1XR1	>sp|Q9BZK7|TBL1R_HUMAN F-box-like/WD repeat-containing protein TBL1XR1 OS=Homo sapiens GN=TBL1XR1 PE=1 SV=1	TBL1XR1	0.2203299	0.08229379	0.1329059	-0.01864412	0	Homo sapiens	0.30262369	0.11426178	4	6356	TRUE	0	1	TBL1X,TBL1XR1,TBL1Y	0.151311845	0.163843240870616	0.304227108616576	0.05713089	0.432337229146775	0.60738728009387
59286	Q9BZL1;K7EQ43	Q9BZL1	Ubiquitin-like protein 5	>sp|Q9BZL1|UBL5_HUMAN Ubiquitin-like protein 5 OS=Homo sapiens GN=UBL5 PE=1 SV=1	UBL5	0.08038475	0.1095611	0.2179751	0.1482182	0.00030525	Homo sapiens	0.18994585	0.3661933	4	6357	FALSE	0	1	UBL5	0.094972925	0.339696687442054	0.502338150504617	0.18309665	0.0344980386756222	0.180581641235823
154064,353091,80328	Q9BZM5;Q6H3X3-2;C9JAK3;Q5VY80;Q6H3X3	Q9BZM5;Q6H3X3-2;C9JAK3;Q5VY80;Q6H3X3	NKG2D ligand 2;Retinoic acid early transcript 1G protein;Retinoic acid early transcript 1L protein	>sp|Q9BZM5|N2DL2_HUMAN NKG2D ligand 2 OS=Homo sapiens GN=ULBP2 PE=1 SV=1;>sp|Q6H3X3-2|RET1G_HUMAN Isoform 2 of Retinoic acid early transcript 1G protein OS=Homo sapiens GN=RAET1G;>tr|C9JAK3|C9JAK3_HUMAN Retinoic acid early transcript 1G protein OS=Homo sap	RAET1G;RAET1L;ULBP2	0.5599323	0.121546	NA	NA	0.00029762	Homo sapiens	0.6814783	NA	2	6358	TRUE	0	1	RAET1G,RAET1L,ULBP2	0.34073915	0.0358686716123257	0.105869597930889	NA	NA	NA
116496	Q9BZQ8;H0Y7M9;REV__A0A087X280;REV__Q9UHV5;REV__A0A087WVW6	Q9BZQ8	Protein Niban	>sp|Q9BZQ8|NIBAN_HUMAN Protein Niban OS=Homo sapiens GN=FAM129A PE=1 SV=1	FAM129A	-0.7230628	-0.4208584	-0.1316609	-0.1101527	0	Homo sapiens	-1.1439212	-0.2418136	4	6359	FALSE	0	1	FAM129A	-0.5719606	0.0018761460548098	0.0158628702523246	-0.1209068	0.0797044545434654	0.252553722631843
7371	Q9BZX2;Q9BZX2-2	Q9BZX2	Uridine-cytidine kinase 2	>sp|Q9BZX2|UCK2_HUMAN Uridine-cytidine kinase 2 OS=Homo sapiens GN=UCK2 PE=1 SV=1	UCK2	NA	NA	-0.03717705	0.09518178	0	Homo sapiens	NA	0.05800473	2	6360	FALSE	0	1	UCK2	NA	NA	NA	0.029002365	0.660329771178003	0.790049045081677
8539	Q9BZZ5-2;G3V1C3;Q9BZZ5;Q9BZZ5-3;B4E283;Q9BZZ5-5;Q9BZZ5-1;H0YER7;E9PQK6	Q9BZZ5-2;G3V1C3;Q9BZZ5;Q9BZZ5-3;B4E283;Q9BZZ5-5;Q9BZZ5-1;H0YER7	Apoptosis inhibitor 5	>sp|Q9BZZ5-2|API5_HUMAN Isoform 2 of Apoptosis inhibitor 5 OS=Homo sapiens GN=API5;>tr|G3V1C3|G3V1C3_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens GN=API5 PE=1 SV=1;>sp|Q9BZZ5|API5_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens GN=API5 PE=1 SV=3;>sp|Q9BZZ5-3|AP	API5	0.153546	0.007051912	0.09949727	-0.01410613	0	Homo sapiens	0.160597912	0.08539114	4	6361	FALSE	0	1	API5	0.080298956	0.435248956120737	0.596441457817247	0.04269557	0.504460224208118	0.668568388999715
84419	Q9C002;H0YKW5	Q9C002	Normal mucosa of esophagus-specific gene 1 protein	>sp|Q9C002|NMES1_HUMAN Normal mucosa of esophagus-specific gene 1 protein OS=Homo sapiens GN=NMES1 PE=2 SV=1	NMES1	-0.07694977	-0.185425	-0.2479536	-0.3240215	0	Homo sapiens	-0.26237477	-0.5719751	4	6362	FALSE	0	1	C15orf48	-0.131187385	0.211842844469336	0.362676777129466	-0.28598755	0.0105005645671434	0.14299280750684
81848	Q9C004;Q9C004-2	Q9C004;Q9C004-2	Protein sprouty homolog 4	>sp|Q9C004|SPY4_HUMAN Protein sprouty homolog 4 OS=Homo sapiens GN=SPRY4 PE=1 SV=2;>sp|Q9C004-2|SPY4_HUMAN Isoform C of Protein sprouty homolog 4 OS=Homo sapiens GN=SPRY4	SPRY4	NA	NA	NA	NA	0	Homo sapiens	NA	NA	0	6363	FALSE	0	1	SPRY4	NA	NA	NA	NA	NA	NA
84661	Q9C005	Q9C005	Protein dpy-30 homolog	>sp|Q9C005|DPY30_HUMAN Protein dpy-30 homolog OS=Homo sapiens GN=DPY30 PE=1 SV=1	DPY30	-0.1302076	-0.1972691	-0.1203099	-0.9127544	0	Homo sapiens	-0.3274767	-1.0330643	4	6364	FALSE	0	1	DPY30	-0.16373835	0.126175774540274	0.2552793847356	-0.51653215	0.107508593324315	0.283567879135368
117854,445372,53840,85363	Q9C035-4;Q9C035-3;Q9C035-2;Q9C035;E7EQQ5;Q9C035-6;Q9C035-5;H7C134;Q9BYJ4-2;E9PFM0;Q9C030;Q9BYJ4;Q9C030-2;B2RNG4	Q9C035-4;Q9C035-3;Q9C035-2;Q9C035;E7EQQ5;Q9C035-6;Q9C035-5	Tripartite motif-containing protein 5	>sp|Q9C035-4|TRIM5_HUMAN Isoform Delta of Tripartite motif-containing protein 5 OS=Homo sapiens GN=TRIM5;>sp|Q9C035-3|TRIM5_HUMAN Isoform Gamma of Tripartite motif-containing protein 5 OS=Homo sapiens GN=TRIM5;>sp|Q9C035-2|TRIM5_HUMAN Isoform Beta of Tripa	TRIM5	NA	-0.2861986	-0.07772602	-0.2698426	0.00030618	Homo sapiens	-0.2861986	-0.34756862	3	6365	TRUE	0	1	TRIM34,TRIM5,TRIM6,TRIM6-TRIM34	-0.2861986	0.0975219957031411	0.215618703148198	-0.17378431	0.091358567369955	0.264930529579439
83444	Q9C086;J3KQ70;B8ZZ93;F8WCL7;B8ZZH7;C9JKY0	Q9C086;J3KQ70;B8ZZ93;F8WCL7;B8ZZH7;C9JKY0	INO80 complex subunit B	>sp|Q9C086|IN80B_HUMAN INO80 complex subunit B OS=Homo sapiens GN=INO80B PE=1 SV=2;>tr|J3KQ70|J3KQ70_HUMAN HCG2039827, isoform CRA_e OS=Homo sapiens GN=INO80B-WBP1 PE=4 SV=1;>tr|B8ZZ93|B8ZZ93_HUMAN INO80 complex subunit B OS=Homo sapiens GN=INO80B PE=4 SV=	INO80B	NA	0.3979125	NA	NA	0	Homo sapiens	0.3979125	NA	1	6366	FALSE	0	1	INO80B	0.3979125	0.0363246179624445	0.107137952618474	NA	NA	NA
85451	Q9C0B0	Q9C0B0	RING finger protein unkempt homolog	>sp|Q9C0B0|UNK_HUMAN RING finger protein unkempt homolog OS=Homo sapiens GN=UNK PE=1 SV=2	UNK	NA	NA	NA	NA	0	Homo sapiens	NA	NA	0	6367	FALSE	0	1	UNK	NA	NA	NA	NA	NA	NA
79068	Q9C0B1;F8WCB8	Q9C0B1	Alpha-ketoglutarate-dependent dioxygenase FTO	>sp|Q9C0B1|FTO_HUMAN Alpha-ketoglutarate-dependent dioxygenase FTO OS=Homo sapiens GN=FTO PE=1 SV=3	FTO	NA	NA	0.0207689	0.2547149	0	Homo sapiens	NA	0.2754838	2	6368	FALSE	0	1	FTO	NA	NA	NA	0.1377419	0.185427110962918	0.3788245402226
25921	Q9C0B5-2;Q9C0B5;H0YEF4	Q9C0B5-2;Q9C0B5;H0YEF4	Palmitoyltransferase ZDHHC5	>sp|Q9C0B5-2|ZDHC5_HUMAN Isoform 2 of Palmitoyltransferase ZDHHC5 OS=Homo sapiens GN=ZDHHC5;>sp|Q9C0B5|ZDHC5_HUMAN Palmitoyltransferase ZDHHC5 OS=Homo sapiens GN=ZDHHC5 PE=1 SV=2;>tr|H0YEF4|H0YEF4_HUMAN Palmitoyltransferase (Fragment) OS=Homo sapiens GN=ZD	ZDHHC5	0.506805	0.8654438	0.2881813	0.4365883	0	Homo sapiens	1.3722488	0.7247696	4	6369	FALSE	0	1	ZDHHC5	0.6861244	0.000985622908118801	0.0111008206288896	0.3623848	0.00949278008720963	0.142815316563297
85456	Q9C0C2;Q9C0C2-2;E9PKK0;E9PKE7	Q9C0C2;Q9C0C2-2	182 kDa tankyrase-1-binding protein	>sp|Q9C0C2|TB182_HUMAN 182 kDa tankyrase-1-binding protein OS=Homo sapiens GN=TNKS1BP1 PE=1 SV=4;>sp|Q9C0C2-2|TB182_HUMAN Isoform 2 of 182 kDa tankyrase-1-binding protein OS=Homo sapiens GN=TNKS1BP1	TNKS1BP1	0.5673507	0.5281712	-0.004247769	-0.07324145	0	Homo sapiens	1.0955219	-0.077489219	4	6370	FALSE	0	1	TNKS1BP1	0.54776095	0.000916915423479432	0.0107017128711814	-0.0387446095	0.497600628183205	0.663250806148898
63893	Q9C0C9;K7ES11;K7EQ12	Q9C0C9	Ubiquitin-conjugating enzyme E2 O	>sp|Q9C0C9|UBE2O_HUMAN E2/E3 hybrid ubiquitin-protein ligase UBE2O OS=Homo sapiens GN=UBE2O PE=1 SV=3	UBE2O	-0.6839933	-0.4877225	-0.07202768	-0.04290257	0	Homo sapiens	-1.1717158	-0.11493025	4	6371	FALSE	0	1	UBE2O	-0.5858579	0.000991882962365949	0.0111008206288896	-0.057465125	0.309053820195684	0.494976187746507
85459	Q9C0D2;Q9C0D2-3	Q9C0D2;Q9C0D2-3	Centrosomal protein KIAA1731	>sp|Q9C0D2|K1731_HUMAN Centrosomal protein KIAA1731 OS=Homo sapiens GN=KIAA1731 PE=2 SV=4;>sp|Q9C0D2-3|K1731_HUMAN Isoform 3 of Centrosomal protein KIAA1731 OS=Homo sapiens GN=KIAA1731	KIAA1731	NA	NA	NA	NA	0	Homo sapiens	NA	NA	0	6372	FALSE	0	1	CEP295	NA	NA	NA	NA	NA	NA
85461	Q9C0D5-2;Q9C0D5	Q9C0D5-2;Q9C0D5	Protein TANC1	>sp|Q9C0D5-2|TANC1_HUMAN Isoform 2 of Protein TANC1 OS=Homo sapiens GN=TANC1;>sp|Q9C0D5|TANC1_HUMAN Protein TANC1 OS=Homo sapiens GN=TANC1 PE=1 SV=3	TANC1	0.3826119	0.143524	0.3018217	0.05491792	0	Homo sapiens	0.5261359	0.35673962	4	6373	FALSE	0	1	TANC1	0.26306795	0.0430805260762446	0.121110325613603	0.17836981	0.121581815047553	0.302748624935281
85462	Q9C0D6	Q9C0D6	FH2 domain-containing protein 1	>sp|Q9C0D6|FHDC1_HUMAN FH2 domain-containing protein 1 OS=Homo sapiens GN=FHDC1 PE=1 SV=2	FHDC1	NA	NA	NA	NA	0.00015718	Homo sapiens	NA	NA	0	6374	FALSE	0	1	FHDC1	NA	NA	NA	NA	NA	NA
80856	Q9C0E8;Q9C0E8-4;Q9C0E8-3;Q9C0E8-2;C9JM95	Q9C0E8;Q9C0E8-4;Q9C0E8-3;Q9C0E8-2	Protein lunapark	>sp|Q9C0E8|LNP_HUMAN Protein lunapark OS=Homo sapiens GN=LNP PE=1 SV=2;>sp|Q9C0E8-4|LNP_HUMAN Isoform 4 of Protein lunapark OS=Homo sapiens GN=LNP;>sp|Q9C0E8-3|LNP_HUMAN Isoform 3 of Protein lunapark OS=Homo sapiens GN=LNP;>sp|Q9C0E8-2|LNP_HUMAN Isoform 2	LNP	0.8991756	0.5296711	0.3942946	NA	0	Homo sapiens	1.4288467	0.3942946	3	6375	FALSE	0	1	KIAA1715	0.71442335	0.000845242483438466	0.0102089577296132	0.3942946	0.0353050181280694	0.182195343864338
80817	Q9C0F1;Q9C0F1-2	Q9C0F1;Q9C0F1-2	Centrosomal protein of 44 kDa	>sp|Q9C0F1|CEP44_HUMAN Centrosomal protein of 44 kDa OS=Homo sapiens GN=CEP44 PE=1 SV=2;>sp|Q9C0F1-2|CEP44_HUMAN Isoform 2 of Centrosomal protein of 44 kDa OS=Homo sapiens GN=CEP44	CEP44	NA	0.3711686	NA	NA	0.00030404	Homo sapiens	0.3711686	NA	1	6376	FALSE	0	1	CEP44	0.3711686	0.045683422616054	0.126007279801878	NA	NA	NA
55628	Q9C0G0-3;Q9C0G0-2;Q9C0G0	Q9C0G0-3;Q9C0G0-2;Q9C0G0	Zinc finger protein 407	>sp|Q9C0G0-3|ZN407_HUMAN Isoform 3 of Zinc finger protein 407 OS=Homo sapiens GN=ZNF407;>sp|Q9C0G0-2|ZN407_HUMAN Isoform 2 of Zinc finger protein 407 OS=Homo sapiens GN=ZNF407;>sp|Q9C0G0|ZN407_HUMAN Zinc finger protein 407 OS=Homo sapiens GN=ZNF407 PE=1 SV	ZNF407	NA	NA	NA	NA	0.00084531	Homo sapiens	NA	NA	0	6377	FALSE	0	1	ZNF407	NA	NA	NA	NA	NA	NA
80727	Q9C0H2-3;Q9C0H2-2;Q9C0H2;Q9C0H2-4	Q9C0H2-3;Q9C0H2-2;Q9C0H2	Protein tweety homolog 3	>sp|Q9C0H2-3|TTYH3_HUMAN Isoform 3 of Protein tweety homolog 3 OS=Homo sapiens GN=TTYH3;>sp|Q9C0H2-2|TTYH3_HUMAN Isoform 2 of Protein tweety homolog 3 OS=Homo sapiens GN=TTYH3;>sp|Q9C0H2|TTYH3_HUMAN Protein tweety homolog 3 OS=Homo sapiens GN=TTYH3 PE=1 SV	TTYH3	NA	NA	NA	NA	0.0008495	Homo sapiens	NA	NA	0	6378	FALSE	0	1	TTYH3	NA	NA	NA	NA	NA	NA
80728	Q9C0H5;Q9C0H5-2	Q9C0H5;Q9C0H5-2	Rho GTPase-activating protein 39	>sp|Q9C0H5|RHG39_HUMAN Rho GTPase-activating protein 39 OS=Homo sapiens GN=ARHGAP39 PE=1 SV=2;>sp|Q9C0H5-2|RHG39_HUMAN Isoform 2 of Rho GTPase-activating protein 39 OS=Homo sapiens GN=ARHGAP39	ARHGAP39	NA	NA	NA	NA	0	Homo sapiens	NA	NA	0	6379	FALSE	0	1	ARHGAP39	NA	NA	NA	NA	NA	NA
