Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers	Gene name	Nuc_rep2	Nuc_rep3	Total_rep2	Total_rep3	Q-value
Q8IY34;F5H1C8;Q05CH4;F5GZ36;F5H251;H0YFC1	Q8IY34;F5H1C8;Q05CH4	Solute carrier family 15 member 3	SLC15A3	>sp|Q8IY34|S15A3_HUMAN Solute carrier family 15 member 3 OS=Homo sapiens GN=SLC15A3 PE=2 SV=2;>tr|F5H1C8|F5H1C8_HUMAN Solute carrier family 15 member 3 OS=Homo sapiens GN=SLC15A3 PE=4 SV=2;>tr|Q05CH4|Q05CH4_HUMAN SLC15A3 protein OS=Homo sapiens GN=SLC15A3	SLC15A3	NaN	NaN	-0.2571659	-0.5303224	0
Q8IY37;F5H3Y4	Q8IY37;F5H3Y4	Probable ATP-dependent RNA helicase DHX37	DHX37	>sp|Q8IY37|DHX37_HUMAN Probable ATP-dependent RNA helicase DHX37 OS=Homo sapiens GN=DHX37 PE=1 SV=1;>tr|F5H3Y4|F5H3Y4_HUMAN Probable ATP-dependent RNA helicase DHX37 OS=Homo sapiens GN=DHX37 PE=1 SV=1	DHX37	-0.03306758	0.002162436	NaN	-0.6372216	0
Q8IY57-3;Q8IY57;Q8IY57-5	Q8IY57-3;Q8IY57;Q8IY57-5	YY1-associated factor 2	YAF2	>sp|Q8IY57-3|YAF2_HUMAN Isoform 3 of YY1-associated factor 2 OS=Homo sapiens GN=YAF2;>sp|Q8IY57|YAF2_HUMAN YY1-associated factor 2 OS=Homo sapiens GN=YAF2 PE=1 SV=3;>sp|Q8IY57-5|YAF2_HUMAN Isoform 2 of YY1-associated factor 2 OS=Homo sapiens GN=YAF2	YAF2	NaN	NaN	NaN	NaN	0
Q8IY63-2;Q8IY63	Q8IY63-2;Q8IY63	Angiomotin-like protein 1	AMOTL1	>sp|Q8IY63-2|AMOL1_HUMAN Isoform 2 of Angiomotin-like protein 1 OS=Homo sapiens GN=AMOTL1;>sp|Q8IY63|AMOL1_HUMAN Angiomotin-like protein 1 OS=Homo sapiens GN=AMOTL1 PE=1 SV=1	AMOTL1	NaN	NaN	NaN	NaN	0
Q8IY81;J3KS36;J3QSE2;J3KS74	Q8IY81	pre-rRNA processing protein FTSJ3	FTSJ3	>sp|Q8IY81|SPB1_HUMAN pre-rRNA processing protein FTSJ3 OS=Homo sapiens GN=FTSJ3 PE=1 SV=2	FTSJ3	-0.1556465	-0.07280138	-0.3462429	-0.2085444	0
Q8IY92-2;Q8IY92	Q8IY92-2;Q8IY92	Structure-specific endonuclease subunit SLX4	SLX4	>sp|Q8IY92-2|SLX4_HUMAN Isoform 2 of Structure-specific endonuclease subunit SLX4 OS=Homo sapiens GN=SLX4;>sp|Q8IY92|SLX4_HUMAN Structure-specific endonuclease subunit SLX4 OS=Homo sapiens GN=SLX4 PE=1 SV=3	SLX4	NaN	NaN	NaN	NaN	0
Q8IY95;Q8IY95-2	Q8IY95;Q8IY95-2	Transmembrane protein 192	TMEM192	>sp|Q8IY95|TM192_HUMAN Transmembrane protein 192 OS=Homo sapiens GN=TMEM192 PE=1 SV=1;>sp|Q8IY95-2|TM192_HUMAN Isoform 2 of Transmembrane protein 192 OS=Homo sapiens GN=TMEM192	TMEM192	NaN	NaN	NaN	NaN	0
Q8IYA6-2;Q8IYA6-3;Q8IYA6	Q8IYA6-2;Q8IYA6-3;Q8IYA6	Cytoskeleton-associated protein 2-like	CKAP2L	>sp|Q8IYA6-2|CKP2L_HUMAN Isoform 2 of Cytoskeleton-associated protein 2-like OS=Homo sapiens GN=CKAP2L;>sp|Q8IYA6-3|CKP2L_HUMAN Isoform 3 of Cytoskeleton-associated protein 2-like OS=Homo sapiens GN=CKAP2L;>sp|Q8IYA6|CKP2L_HUMAN Cytoskeleton-associated pro	CKAP2L	NaN	NaN	NaN	NaN	0.000306
Q8IYB1	Q8IYB1	Protein MB21D2	MB21D2	>sp|Q8IYB1|M21D2_HUMAN Protein MB21D2 OS=Homo sapiens GN=MB21D2 PE=1 SV=3	MB21D2	NaN	NaN	0.2407417	NaN	0
Q8IYB5-3;Q8IYB5-2;Q8IYB5;A0A087X1X9	Q8IYB5-3;Q8IYB5-2;Q8IYB5;A0A087X1X9	Stromal membrane-associated protein 1	SMAP1	>sp|Q8IYB5-3|SMAP1_HUMAN Isoform 3 of Stromal membrane-associated protein 1 OS=Homo sapiens GN=SMAP1;>sp|Q8IYB5-2|SMAP1_HUMAN Isoform 2 of Stromal membrane-associated protein 1 OS=Homo sapiens GN=SMAP1;>sp|Q8IYB5|SMAP1_HUMAN Stromal membrane-associated pro	SMAP1	0.3688243	0.06073913	NaN	0.458697	0.00084758
Q8IYB7;Q8IYB7-2;H7C440;Q8IYB7-3;Q8IYB7-4;Q8IYB7-5;C9JGP4;H7C1Q8	Q8IYB7;Q8IYB7-2;H7C440;Q8IYB7-3	DIS3-like exonuclease 2	DIS3L2	>sp|Q8IYB7|DI3L2_HUMAN DIS3-like exonuclease 2 OS=Homo sapiens GN=DIS3L2 PE=1 SV=4;>sp|Q8IYB7-2|DI3L2_HUMAN Isoform 2 of DIS3-like exonuclease 2 OS=Homo sapiens GN=DIS3L2;>tr|H7C440|H7C440_HUMAN DIS3-like exonuclease 2 (Fragment) OS=Homo sapiens GN=DIS3L2	DIS3L2	NaN	0.1064823	0.09193667	0.5849625	0
Q8IYB8;B1AR60	Q8IYB8	"ATP-dependent RNA helicase SUPV3L1, mitochondrial"	SUPV3L1	">sp|Q8IYB8|SUV3_HUMAN ATP-dependent RNA helicase SUPV3L1, mitochondrial OS=Homo sapiens GN=SUPV3L1 PE=1 SV=1"	SUPV3L1	-0.1612821	0.3784007	0.02517066	0.02502885	0
Q8IYH5-4;Q8IYH5;Q8IYH5-2;Q8IYH5-3	Q8IYH5-4;Q8IYH5;Q8IYH5-2	ZZ-type zinc finger-containing protein 3	ZZZ3	>sp|Q8IYH5-4|ZZZ3_HUMAN Isoform 4 of ZZ-type zinc finger-containing protein 3 OS=Homo sapiens GN=ZZZ3;>sp|Q8IYH5|ZZZ3_HUMAN ZZ-type zinc finger-containing protein 3 OS=Homo sapiens GN=ZZZ3 PE=1 SV=1;>sp|Q8IYH5-2|ZZZ3_HUMAN Isoform 2 of ZZ-type zinc finger-	ZZZ3	-0.1978978	-0.05745176	NaN	NaN	0
Q8IYI6	Q8IYI6	Exocyst complex component 8	EXOC8	>sp|Q8IYI6|EXOC8_HUMAN Exocyst complex component 8 OS=Homo sapiens GN=EXOC8 PE=1 SV=2	EXOC8	NaN	NaN	0.1509495	0.03379299	0
Q8IYL3	Q8IYL3	UPF0688 protein C1orf174	C1orf174	>sp|Q8IYL3|CA174_HUMAN UPF0688 protein C1orf174 OS=Homo sapiens GN=C1orf174 PE=1 SV=2	C1orf174	0.1964812	0.2140004	-0.2492391	-0.04204087	0
Q8IYM9;Q8IYM9-2;C9JWC5;C9JIU5;C9J060;H7BZD3;H7C376;H7C262;H7C2K0	Q8IYM9;Q8IYM9-2;C9JWC5;C9JIU5;C9J060	E3 ubiquitin-protein ligase TRIM22	TRIM22	>sp|Q8IYM9|TRI22_HUMAN E3 ubiquitin-protein ligase TRIM22 OS=Homo sapiens GN=TRIM22 PE=1 SV=1;>sp|Q8IYM9-2|TRI22_HUMAN Isoform 2 of E3 ubiquitin-protein ligase TRIM22 OS=Homo sapiens GN=TRIM22;>tr|C9JWC5|C9JWC5_HUMAN E3 ubiquitin-protein ligase TRIM22 (Fra	TRIM22	-0.05701639	-0.3851489	-0.1306813	-0.3123122	0
Q8IYS1	Q8IYS1	Peptidase M20 domain-containing protein 2	PM20D2	>sp|Q8IYS1|P20D2_HUMAN Peptidase M20 domain-containing protein 2 OS=Homo sapiens GN=PM20D2 PE=1 SV=2	PM20D2	0.06681251	0.3207734	-0.0471595	0.1310627	0
Q8IYS2;Q8IYS2-2	Q8IYS2;Q8IYS2-2	Uncharacterized protein KIAA2013	KIAA2013	>sp|Q8IYS2|K2013_HUMAN Uncharacterized protein KIAA2013 OS=Homo sapiens GN=KIAA2013 PE=2 SV=1;>sp|Q8IYS2-2|K2013_HUMAN Isoform 2 of Uncharacterized protein KIAA2013 OS=Homo sapiens GN=KIAA2013	KIAA2013	0.1726155	0.1800205	-0.007231562	-0.1018303	0
Q8IYU8	Q8IYU8	"Calcium uptake protein 2, mitochondrial"	MICU2	">sp|Q8IYU8|MICU2_HUMAN Calcium uptake protein 2, mitochondrial OS=Homo sapiens GN=MICU2 PE=1 SV=2"	MICU2	NaN	NaN	0.3320491	-0.2145917	0
Q8IZ07;H0YIN8;S4R3D2	Q8IZ07;H0YIN8;S4R3D2	Ankyrin repeat domain-containing protein 13A	ANKRD13A	>sp|Q8IZ07|AN13A_HUMAN Ankyrin repeat domain-containing protein 13A OS=Homo sapiens GN=ANKRD13A PE=1 SV=3;>tr|H0YIN8|H0YIN8_HUMAN Ankyrin repeat domain-containing protein 13A (Fragment) OS=Homo sapiens GN=ANKRD13A PE=1 SV=3;>tr|S4R3D2|S4R3D2_HUMAN Ankyrin	ANKRD13A	-0.1859008	0.05852425	-0.02240502	0.154324	0
Q8IZ21-3;Q8IZ21;Q8IZ21-2	Q8IZ21-3;Q8IZ21;Q8IZ21-2	Phosphatase and actin regulator 4	PHACTR4	>sp|Q8IZ21-3|PHAR4_HUMAN Isoform 3 of Phosphatase and actin regulator 4 OS=Homo sapiens GN=PHACTR4;>sp|Q8IZ21|PHAR4_HUMAN Phosphatase and actin regulator 4 OS=Homo sapiens GN=PHACTR4 PE=1 SV=1;>sp|Q8IZ21-2|PHAR4_HUMAN Isoform 2 of Phosphatase and actin reg	PHACTR4	NaN	NaN	-0.1238584	0.02729555	0
Q8IZ41	Q8IZ41	Ras and EF-hand domain-containing protein	RASEF	>sp|Q8IZ41|RASEF_HUMAN Ras and EF-hand domain-containing protein OS=Homo sapiens GN=RASEF PE=1 SV=1	RASEF	NaN	NaN	NaN	NaN	0.00015528
Q8IZ73;Q8IZ73-2;A0A087WXE2	Q8IZ73;Q8IZ73-2;A0A087WXE2	RNA pseudouridylate synthase domain-containing protein 2	RPUSD2	>sp|Q8IZ73|RUSD2_HUMAN RNA pseudouridylate synthase domain-containing protein 2 OS=Homo sapiens GN=RPUSD2 PE=1 SV=2;>sp|Q8IZ73-2|RUSD2_HUMAN Isoform 2 of RNA pseudouridylate synthase domain-containing protein 2 OS=Homo sapiens GN=RPUSD2;>tr|A0A087WXE2|A0A0	RPUSD2	NaN	NaN	-0.03112038	-0.6226431	0
Q8IZ83;Q8IZ83-3;F5H4B6;Q8IZ83-2;M0QY06	Q8IZ83;Q8IZ83-3;F5H4B6	Aldehyde dehydrogenase family 16 member A1	ALDH16A1	>sp|Q8IZ83|A16A1_HUMAN Aldehyde dehydrogenase family 16 member A1 OS=Homo sapiens GN=ALDH16A1 PE=1 SV=2;>sp|Q8IZ83-3|A16A1_HUMAN Isoform 3 of Aldehyde dehydrogenase family 16 member A1 OS=Homo sapiens GN=ALDH16A1;>tr|F5H4B6|F5H4B6_HUMAN Aldehyde dehydrogen	ALDH16A1	3.950095	0.0500489	0.02587931	0.05838585	0
Q8IZJ1-2;Q8IZJ1;D6RE16;O95185-2;E0CX15;A0A087X152;O95185	Q8IZJ1-2;Q8IZJ1;D6RE16;O95185-2;E0CX15;A0A087X152;O95185	Netrin receptor UNC5B;Netrin receptor UNC5C	UNC5B;UNC5C	>sp|Q8IZJ1-2|UNC5B_HUMAN Isoform 2 of Netrin receptor UNC5B OS=Homo sapiens GN=UNC5B;>sp|Q8IZJ1|UNC5B_HUMAN Netrin receptor UNC5B OS=Homo sapiens GN=UNC5B PE=1 SV=2;>tr|D6RE16|D6RE16_HUMAN Netrin receptor UNC5C OS=Homo sapiens GN=UNC5C PE=4 SV=1;>sp|O95185	UNC5B;UNC5C	NaN	NaN	NaN	NaN	0
Q8IZL8;C9JFV4;E7EV54;I3L445;I3L4P1;I3L1P4;I3L4M7	Q8IZL8;C9JFV4;E7EV54	"Proline-, glutamic acid- and leucine-rich protein 1"	PELP1	">sp|Q8IZL8|PELP1_HUMAN Proline-, glutamic acid- and leucine-rich protein 1 OS=Homo sapiens GN=PELP1 PE=1 SV=2;>tr|C9JFV4|C9JFV4_HUMAN Proline-, glutamic acid- and leucine-rich protein 1 OS=Homo sapiens GN=PELP1 PE=1 SV=2;>tr|E7EV54|E7EV54_HUMAN Proline-, g"	PELP1	-0.2706082	-0.2504057	-0.1222086	-0.1118666	0
Q8IZM8	Q8IZM8	Zinc finger protein 654	ZNF654	>sp|Q8IZM8|ZN654_HUMAN Zinc finger protein 654 OS=Homo sapiens GN=ZNF654 PE=2 SV=3	ZNF654	0.6138145	-0.04018533	NaN	NaN	0
Q8IZQ1-2;Q8IZQ1	Q8IZQ1-2;Q8IZQ1	WD repeat and FYVE domain-containing protein 3	WDFY3	>sp|Q8IZQ1-2|WDFY3_HUMAN Isoform 2 of WD repeat and FYVE domain-containing protein 3 OS=Homo sapiens GN=WDFY3;>sp|Q8IZQ1|WDFY3_HUMAN WD repeat and FYVE domain-containing protein 3 OS=Homo sapiens GN=WDFY3 PE=1 SV=2	WDFY3	NaN	NaN	NaN	NaN	0.0080289
Q8IZT6-2;Q8IZT6	Q8IZT6-2;Q8IZT6	Abnormal spindle-like microcephaly-associated protein	ASPM	>sp|Q8IZT6-2|ASPM_HUMAN Isoform 2 of Abnormal spindle-like microcephaly-associated protein OS=Homo sapiens GN=ASPM;>sp|Q8IZT6|ASPM_HUMAN Abnormal spindle-like microcephaly-associated protein OS=Homo sapiens GN=ASPM PE=1 SV=2	ASPM	NaN	NaN	NaN	NaN	0
Q8IZW8	Q8IZW8	Tensin-4	TNS4	>sp|Q8IZW8|TENS4_HUMAN Tensin-4 OS=Homo sapiens GN=TNS4 PE=1 SV=3	TNS4	NaN	NaN	-0.4433204	-0.3960046	0
Q8N0S6;Q8N0S6-2;Q8N0S6-3	Q8N0S6;Q8N0S6-2;Q8N0S6-3	Centromere protein L	CENPL	>sp|Q8N0S6|CENPL_HUMAN Centromere protein L OS=Homo sapiens GN=CENPL PE=1 SV=2;>sp|Q8N0S6-2|CENPL_HUMAN Isoform 2 of Centromere protein L OS=Homo sapiens GN=CENPL;>sp|Q8N0S6-3|CENPL_HUMAN Isoform 3 of Centromere protein L OS=Homo sapiens GN=CENPL	CENPL	0.1092936	0.1443075	NaN	NaN	0
Q8N0U8	Q8N0U8	Vitamin K epoxide reductase complex subunit 1-like protein 1	VKORC1L1	>sp|Q8N0U8|VKORL_HUMAN Vitamin K epoxide reductase complex subunit 1-like protein 1 OS=Homo sapiens GN=VKORC1L1 PE=1 SV=2	VKORC1L1	NaN	NaN	-0.05365839	-0.0754592	0.00057595
Q8N0X7	Q8N0X7	Spartin	SPG20	>sp|Q8N0X7|SPG20_HUMAN Spartin OS=Homo sapiens GN=SPG20 PE=1 SV=1	SPG20	NaN	NaN	-0.412155	-0.2278779	0.0001579
Q8N0Y2-2;Q8N0Y2	Q8N0Y2-2;Q8N0Y2	Zinc finger protein 444	ZNF444	>sp|Q8N0Y2-2|ZN444_HUMAN Isoform 2 of Zinc finger protein 444 OS=Homo sapiens GN=ZNF444;>sp|Q8N0Y2|ZN444_HUMAN Zinc finger protein 444 OS=Homo sapiens GN=ZNF444 PE=1 SV=1	ZNF444	NaN	NaN	NaN	NaN	0
Q8N0Z3;H7C5N4	Q8N0Z3	Spindle and centriole-associated protein 1	SPICE1	>sp|Q8N0Z3|SPICE_HUMAN Spindle and centriole-associated protein 1 OS=Homo sapiens GN=SPICE1 PE=1 SV=1	SPICE1	NaN	NaN	NaN	NaN	0
Q8N108-17;Q8N108;Q8N108-13;Q8N108-12;Q8N108-19;Q8N108-16;Q8N108-14;Q8N108-18;Q8N108-15	Q8N108-17;Q8N108;Q8N108-13;Q8N108-12;Q8N108-19;Q8N108-16;Q8N108-14;Q8N108-18;Q8N108-15	Mesoderm induction early response protein 1	MIER1	>sp|Q8N108-17|MIER1_HUMAN Isoform 7 of Mesoderm induction early response protein 1 OS=Homo sapiens GN=MIER1;>sp|Q8N108|MIER1_HUMAN Mesoderm induction early response protein 1 OS=Homo sapiens GN=MIER1 PE=1 SV=2;>sp|Q8N108-13|MIER1_HUMAN Isoform 3 of Mesoder	MIER1	NaN	0.4341344	NaN	NaN	0
Q8N122-3;Q8N122;Q8N122-2;I3L436	Q8N122-3;Q8N122	Regulatory-associated protein of mTOR	RPTOR	>sp|Q8N122-3|RPTOR_HUMAN Isoform 3 of Regulatory-associated protein of mTOR OS=Homo sapiens GN=RPTOR;>sp|Q8N122|RPTOR_HUMAN Regulatory-associated protein of mTOR OS=Homo sapiens GN=RPTOR PE=1 SV=1	RPTOR	NaN	NaN	-0.01940435	-0.2150103	0
Q8N131-2;Q8N131;E9PKT4	Q8N131-2;Q8N131;E9PKT4	Porimin	TMEM123	>sp|Q8N131-2|PORIM_HUMAN Isoform 2 of Porimin OS=Homo sapiens GN=TMEM123;>sp|Q8N131|PORIM_HUMAN Porimin OS=Homo sapiens GN=TMEM123 PE=1 SV=1;>tr|E9PKT4|E9PKT4_HUMAN Porimin OS=Homo sapiens GN=TMEM123 PE=4 SV=1	TMEM123	NaN	NaN	NaN	NaN	0.0008465
Q8N137-4;Q8N137-5;Q8N137;Q8N137-3;Q8N137-2;I3L1Z8;I3L1A6;I3L1B0;I3L465	Q8N137-4;Q8N137-5;Q8N137;Q8N137-3;Q8N137-2;I3L1Z8;I3L1A6;I3L1B0	Centrobin	CNTROB	>sp|Q8N137-4|CNTRB_HUMAN Isoform 4 of Centrobin OS=Homo sapiens GN=CNTROB;>sp|Q8N137-5|CNTRB_HUMAN Isoform 5 of Centrobin OS=Homo sapiens GN=CNTROB;>sp|Q8N137|CNTRB_HUMAN Centrobin OS=Homo sapiens GN=CNTROB PE=1 SV=1;>sp|Q8N137-3|CNTRB_HUMAN Isoform 3 of C	CNTROB	NaN	NaN	NaN	NaN	0
Q8N138-4;Q8N138;J3KTF9;J3QRM9	Q8N138-4;Q8N138;J3KTF9;J3QRM9	ORM1-like protein 3	ORMDL3	>sp|Q8N138-4|ORML3_HUMAN Isoform 2 of ORM1-like protein 3 OS=Homo sapiens GN=ORMDL3;>sp|Q8N138|ORML3_HUMAN ORM1-like protein 3 OS=Homo sapiens GN=ORMDL3 PE=1 SV=1;>tr|J3KTF9|J3KTF9_HUMAN ORM1-like protein 3 (Fragment) OS=Homo sapiens GN=ORMDL3 PE=4 SV=1;>t	ORMDL3	NaN	NaN	-0.00773913	0.04879416	0
Q8N163-2;Q8N163;H0YB24;E5RHJ4;H0YC69;E5RFJ3;H0YC58;E5RGU7;E5RHH8	Q8N163-2;Q8N163;H0YB24	DBIRD complex subunit KIAA1967	KIAA1967	>sp|Q8N163-2|CCAR2_HUMAN Isoform 2 of Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens GN=CCAR2;>sp|Q8N163|CCAR2_HUMAN Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens GN=CCAR2 PE=1 SV=2;>tr|H0YB24|H0YB24_HUMAN Cell cycle and apopto	KIAA1967	-0.07891408	-0.0944334	-0.1432135	-0.07867033	0
Q8N183;D6RA56	Q8N183	"Mimitin, mitochondrial"	NDUFAF2	">sp|Q8N183|MIMIT_HUMAN Mimitin, mitochondrial OS=Homo sapiens GN=NDUFAF2 PE=1 SV=1"	NDUFAF2	NaN	NaN	-0.2765376	-0.09008101	0
Q8N1B4;Q8N1B4-2	Q8N1B4;Q8N1B4-2	Vacuolar protein sorting-associated protein 52 homolog	VPS52	>sp|Q8N1B4|VPS52_HUMAN Vacuolar protein sorting-associated protein 52 homolog OS=Homo sapiens GN=VPS52 PE=1 SV=1;>sp|Q8N1B4-2|VPS52_HUMAN Isoform 2 of Vacuolar protein sorting-associated protein 52 homolog OS=Homo sapiens GN=VPS52	VPS52	NaN	NaN	0.1028596	-0.1490406	0
Q8N1F7;H3BVG0;Q8N1F7-2;H3BPA9;H3BM93;H3BRI8;H3BNN5;H3BV11;H3BP95;H3BMX0;H3BV15;H3BVE2;H3BRD9;H3BNG7	Q8N1F7;H3BVG0;Q8N1F7-2	Nuclear pore complex protein Nup93	NUP93	>sp|Q8N1F7|NUP93_HUMAN Nuclear pore complex protein Nup93 OS=Homo sapiens GN=NUP93 PE=1 SV=2;>tr|H3BVG0|H3BVG0_HUMAN Nuclear pore complex protein Nup93 OS=Homo sapiens GN=NUP93 PE=1 SV=1;>sp|Q8N1F7-2|NUP93_HUMAN Isoform 2 of Nuclear pore complex protein Nu	NUP93	-0.008232347	0.08147596	0.09976643	0.07942928	0
Q8N1G0;Q8N1G0-2;F8WCX2;H0Y5I5;A6PVV7	Q8N1G0;Q8N1G0-2;F8WCX2	Zinc finger protein 687	ZNF687	>sp|Q8N1G0|ZN687_HUMAN Zinc finger protein 687 OS=Homo sapiens GN=ZNF687 PE=1 SV=1;>sp|Q8N1G0-2|ZN687_HUMAN Isoform 2 of Zinc finger protein 687 OS=Homo sapiens GN=ZNF687;>tr|F8WCX2|F8WCX2_HUMAN Zinc finger protein 687 OS=Homo sapiens GN=ZNF687 PE=1 SV=1	ZNF687	-0.07251308	-0.213136	0.8643348	NaN	0
Q8N1G1;K7ESH4	Q8N1G1;K7ESH4	RNA exonuclease 1 homolog	REXO1	>sp|Q8N1G1|REXO1_HUMAN RNA exonuclease 1 homolog OS=Homo sapiens GN=REXO1 PE=1 SV=3;>tr|K7ESH4|K7ESH4_HUMAN RNA exonuclease 1 homolog (Fragment) OS=Homo sapiens GN=REXO1 PE=4 SV=1	REXO1	NaN	NaN	NaN	NaN	0
Q8N1G2;Q5T7F5;H0YCQ1;H0Y4T0;Q5T7F8	Q8N1G2	Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1	FTSJD2	>sp|Q8N1G2|CMTR1_HUMAN Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1 OS=Homo sapiens GN=CMTR1 PE=1 SV=1	FTSJD2	0.3300994	-0.09768709	0.1058121	-0.07052711	0
Q8N1G4	Q8N1G4	Leucine-rich repeat-containing protein 47	LRRC47	>sp|Q8N1G4|LRC47_HUMAN Leucine-rich repeat-containing protein 47 OS=Homo sapiens GN=LRRC47 PE=1 SV=1	LRRC47	-0.2028044	-0.1997027	0.02105333	-0.1638981	0
Q8N1Q1	Q8N1Q1	Carbonic anhydrase 13	CA13	>sp|Q8N1Q1|CAH13_HUMAN Carbonic anhydrase 13 OS=Homo sapiens GN=CA13 PE=1 SV=1	CA13	NaN	NaN	-0.06307752	-0.1323724	0.0079004
Q8N201;H7C582	Q8N201	Integrator complex subunit 1	INTS1	>sp|Q8N201|INT1_HUMAN Integrator complex subunit 1 OS=Homo sapiens GN=INTS1 PE=1 SV=2	INTS1	0.03913844	-0.09440265	-0.2243173	-0.042026	0
Q8N271-3;Q8N271-2;Q8N271	Q8N271-3;Q8N271-2;Q8N271	Prominin-2	PROM2	>sp|Q8N271-3|PROM2_HUMAN Isoform 3 of Prominin-2 OS=Homo sapiens GN=PROM2;>sp|Q8N271-2|PROM2_HUMAN Isoform 2 of Prominin-2 OS=Homo sapiens GN=PROM2;>sp|Q8N271|PROM2_HUMAN Prominin-2 OS=Homo sapiens GN=PROM2 PE=1 SV=1	PROM2	NaN	NaN	NaN	NaN	0
Q8N2F6-3;Q8N2F6;H7C2M7;C9J5N7;H7BXQ8	Q8N2F6-3;Q8N2F6;H7C2M7;C9J5N7	Armadillo repeat-containing protein 10	ARMC10	>sp|Q8N2F6-3|ARM10_HUMAN Isoform 3 of Armadillo repeat-containing protein 10 OS=Homo sapiens GN=ARMC10;>sp|Q8N2F6|ARM10_HUMAN Armadillo repeat-containing protein 10 OS=Homo sapiens GN=ARMC10 PE=1 SV=1;>tr|H7C2M7|H7C2M7_HUMAN Armadillo repeat-containing pro	ARMC10	NaN	NaN	NaN	NaN	0
Q8N2F6-6;Q8N2F6-4;Q8N2F6-5;Q8N2F6-2	Q8N2F6-6;Q8N2F6-4;Q8N2F6-5;Q8N2F6-2	Armadillo repeat-containing protein 10	ARMC10	>sp|Q8N2F6-6|ARM10_HUMAN Isoform 6 of Armadillo repeat-containing protein 10 OS=Homo sapiens GN=ARMC10;>sp|Q8N2F6-4|ARM10_HUMAN Isoform 4 of Armadillo repeat-containing protein 10 OS=Homo sapiens GN=ARMC10;>sp|Q8N2F6-5|ARM10_HUMAN Isoform 5 of Armadillo re	ARMC10	NaN	NaN	-0.1499527	0.004321636	0
Q8N2K0;Q8N2K0-2;Q8N2K0-3;Q5T712;I3L294;I3L440;I3L380;I3L1V0	Q8N2K0;Q8N2K0-2;Q8N2K0-3;Q5T712	Monoacylglycerol lipase ABHD12	ABHD12	>sp|Q8N2K0|ABD12_HUMAN Monoacylglycerol lipase ABHD12 OS=Homo sapiens GN=ABHD12 PE=1 SV=2;>sp|Q8N2K0-2|ABD12_HUMAN Isoform 2 of Monoacylglycerol lipase ABHD12 OS=Homo sapiens GN=ABHD12;>sp|Q8N2K0-3|ABD12_HUMAN Isoform 3 of Monoacylglycerol lipase ABHD12 OS	ABHD12	-0.5940512	-0.3032227	-0.1372035	0.000576887	0
Q8N2W9	Q8N2W9	E3 SUMO-protein ligase PIAS4	PIAS4	>sp|Q8N2W9|PIAS4_HUMAN E3 SUMO-protein ligase PIAS4 OS=Homo sapiens GN=PIAS4 PE=1 SV=1	PIAS4	3.588685	2.005508	NaN	NaN	0
Q8N2Y8	Q8N2Y8	Iporin	RUSC2	>sp|Q8N2Y8|RUSC2_HUMAN Iporin OS=Homo sapiens GN=RUSC2 PE=1 SV=3	RUSC2	NaN	NaN	NaN	NaN	0
Q8N2Z9;R4GMN7;Q8N2Z9-2;K7ESB0;A0A087WT10;Q8N2Z9-3	Q8N2Z9;R4GMN7;Q8N2Z9-2;K7ESB0;A0A087WT10	Centromere protein S	APITD1;APITD1-CORT	>sp|Q8N2Z9|CENPS_HUMAN Centromere protein S OS=Homo sapiens GN=APITD1 PE=1 SV=1;>tr|R4GMN7|R4GMN7_HUMAN Protein APITD1-CORT (Fragment) OS=Homo sapiens GN=APITD1-CORT PE=4 SV=1;>sp|Q8N2Z9-2|CENPS_HUMAN Isoform 2 of Centromere protein S OS=Homo sapiens GN=AP	APITD1	0.09599187	NaN	NaN	NaN	0
Q8N302	Q8N302	Angiogenic factor with G patch and FHA domains 1	AGGF1	>sp|Q8N302|AGGF1_HUMAN Angiogenic factor with G patch and FHA domains 1 OS=Homo sapiens GN=AGGF1 PE=1 SV=2	AGGF1	NaN	NaN	NaN	NaN	0
Q8N344;A0A087WXW2	Q8N344;A0A087WXW2	Mesoderm induction early response protein 2	MIER2	>sp|Q8N344|MIER2_HUMAN Mesoderm induction early response protein 2 OS=Homo sapiens GN=MIER2 PE=1 SV=2;>tr|A0A087WXW2|A0A087WXW2_HUMAN Mesoderm induction early response protein 2 OS=Homo sapiens GN=MIER2 PE=4 SV=1	MIER2	0.1227389	-0.04071949	NaN	NaN	0
Q8N357;F8WCT7	Q8N357	Solute carrier family 35 member F6	SLC35F6	>sp|Q8N357|S35F6_HUMAN Solute carrier family 35 member F6 OS=Homo sapiens GN=SLC35F6 PE=1 SV=1	SLC35F6	0.4410585	NaN	0.01406952	0.01720924	0
Q8N392;Q8N392-2	Q8N392;Q8N392-2	Rho GTPase-activating protein 18	ARHGAP18	>sp|Q8N392|RHG18_HUMAN Rho GTPase-activating protein 18 OS=Homo sapiens GN=ARHGAP18 PE=1 SV=3;>sp|Q8N392-2|RHG18_HUMAN Isoform 2 of Rho GTPase-activating protein 18 OS=Homo sapiens GN=ARHGAP18	ARHGAP18	NaN	NaN	0.2322924	0.3369689	0
